customer_id,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies
5233-AOZUF,Fiber optic,No,No,No,No,No,No
5973-EJGDP,Fiber optic,No,Yes,Yes,Yes,No,No
1996-DBMUS,Fiber optic,No,No,No,No,No,No
7916-VCCPB,Fiber optic,No,Yes,No,No,No,No
4686-GEFRM,Fiber optic,No,Yes,Yes,Yes,No,Yes
5249-QYHEX,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0578-SKVMF,Fiber optic,No,Yes,No,No,No,Yes
5564-NEMQO,Fiber optic,No,No,Yes,No,No,No
2233-FAGXV,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5605-IYGFG,Fiber optic,No,No,No,No,No,No
7663-ZTEGJ,Fiber optic,No,Yes,Yes,Yes,No,Yes
3935-TBRZZ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8111-BKVDS,DSL,Yes,Yes,Yes,No,No,No
2055-SIFSS,DSL,No,No,No,No,No,No
2806-MLNTI,Fiber optic,No,Yes,Yes,No,Yes,Yes
8734-DKSTZ,Fiber optic,No,No,No,No,No,Yes
4360-PNRQB,Fiber optic,No,No,No,No,No,No
6152-ONASV,DSL,Yes,No,No,Yes,No,No
9063-ZGTUY,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7781-HVGMK,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2181-UAESM,DSL,Yes,No,Yes,No,No,No
2957-LOLHO,DSL,No,No,No,No,No,No
6048-NJXHX,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2320-SLKMB,DSL,No,No,Yes,Yes,Yes,No
4980-URKXC,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4376-KFVRS,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5886-VLQVU,Fiber optic,No,No,No,Yes,No,Yes
3577-AMVUX,DSL,No,No,Yes,Yes,No,No
0771-WLCLA,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5628-RKIFK,Fiber optic,Yes,No,No,No,Yes,Yes
0206-TBWLC,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2937-FTHUR,DSL,Yes,No,No,No,No,Yes
1910-FMXJM,Fiber optic,No,No,No,No,No,Yes
7752-XUSCI,Fiber optic,No,Yes,Yes,No,Yes,Yes
4110-PFEUZ,Fiber optic,No,No,No,No,No,No
0732-OCQOC,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5168-MSWXT,Fiber optic,No,No,Yes,No,Yes,Yes
1090-ESELR,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
8592-PLTMQ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5760-WRAHC,DSL,Yes,No,Yes,Yes,No,Yes
8847-GEOOQ,DSL,No,Yes,Yes,Yes,Yes,Yes
0256-LTHVJ,Fiber optic,No,No,No,No,No,Yes
4785-FCIFB,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8313-NDOIA,Fiber optic,No,Yes,Yes,No,Yes,Yes
5149-CUZUJ,Fiber optic,No,Yes,Yes,Yes,Yes,No
0942-KOWSM,DSL,No,Yes,Yes,Yes,Yes,Yes
4237-CLSMM,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1452-VOQCH,Fiber optic,No,No,No,No,No,No
4719-UMSIY,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6614-VBEGU,DSL,No,Yes,No,No,Yes,Yes
0880-TKATG,Fiber optic,No,No,Yes,No,Yes,Yes
3811-VBYBZ,Fiber optic,No,Yes,No,No,Yes,Yes
1480-BKXGA,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2996-XAUVF,DSL,No,No,No,Yes,No,Yes
9076-AXYIK,Fiber optic,No,No,Yes,Yes,Yes,Yes
5968-XQIVE,Fiber optic,No,Yes,No,No,Yes,No
8896-RAZCR,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4640-UHDOS,DSL,No,No,No,No,No,Yes
4933-IKULF,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3583-EKAPL,DSL,No,No,No,No,No,Yes
1304-BCCFO,DSL,No,No,Yes,No,Yes,Yes
4104-PVRPS,DSL,Yes,No,No,Yes,No,No
9399-APLBT,Fiber optic,No,Yes,No,No,No,No
2359-KMGLI,Fiber optic,No,Yes,No,No,No,No
3780-DDGSE,DSL,No,Yes,No,Yes,Yes,Yes
4431-EDMIQ,DSL,Yes,Yes,Yes,Yes,Yes,No
0306-JAELE,Fiber optic,No,No,No,Yes,Yes,Yes
6227-HWPWX,Fiber optic,No,No,No,No,No,No
0486-LGCCH,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0447-BEMNG,DSL,Yes,No,Yes,No,No,Yes
4612-SSVHJ,Fiber optic,No,No,No,No,No,Yes
5168-MQQCA,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5949-XIKAE,Fiber optic,No,Yes,No,No,Yes,No
7971-HLVXI,Fiber optic,No,No,No,No,No,Yes
9094-AZPHK,Fiber optic,No,Yes,No,No,Yes,Yes
3649-JPUGY,DSL,No,Yes,Yes,Yes,Yes,Yes
8372-JUXUI,Fiber optic,No,No,No,No,No,No
3552-CTCYF,Fiber optic,No,Yes,Yes,No,Yes,Yes
6778-YSNIH,DSL,No,Yes,No,No,Yes,No
0388-EOPEX,Fiber optic,Yes,No,No,No,No,No
5756-OZRIO,DSL,No,Yes,No,No,No,Yes
6579-JPICP,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8205-OTCHB,DSL,No,Yes,Yes,No,No,Yes
4134-BSXLX,DSL,Yes,Yes,No,Yes,No,No
0505-SPOOW,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6235-VDHOM,DSL,No,Yes,No,No,No,No
7783-YKGDV,Fiber optic,Yes,Yes,Yes,No,No,Yes
4374-YMUSQ,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4513-CXYIX,Fiber optic,Yes,No,No,No,No,No
3957-HHLMR,DSL,Yes,No,No,No,No,Yes
7803-XOCCZ,Fiber optic,Yes,No,Yes,Yes,No,No
5736-YEJAX,DSL,Yes,Yes,Yes,Yes,Yes,No
5609-CEBID,Fiber optic,No,Yes,Yes,No,No,Yes
8981-FJGLA,Fiber optic,No,No,Yes,No,No,No
7218-HKQFK,Fiber optic,No,No,No,Yes,Yes,Yes
4636-QRJKY,Fiber optic,No,No,No,Yes,No,No
1135-LMECX,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4332-MUOEZ,Fiber optic,Yes,No,Yes,Yes,No,Yes
8535-SFUTN,Fiber optic,Yes,No,Yes,No,Yes,Yes
5956-VKDTT,Fiber optic,No,No,No,No,No,No
8677-HDZEE,Fiber optic,No,Yes,No,Yes,Yes,Yes
2475-MROZF,Fiber optic,Yes,Yes,Yes,Yes,No,No
9412-GHEEC,Fiber optic,No,No,Yes,Yes,Yes,Yes
3482-ABPKK,DSL,Yes,No,No,Yes,No,No
6705-LXORM,Fiber optic,No,No,No,No,No,No
0257-ZESQC,Fiber optic,Yes,No,No,No,No,No
7531-GQHME,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5174-ITUMV,Fiber optic,No,Yes,Yes,No,Yes,Yes
4109-CYRBD,DSL,No,No,No,No,No,No
0913-XWSCN,Fiber optic,No,No,No,No,No,Yes
6825-UYPFK,Fiber optic,No,No,No,No,No,No
8397-MVTAZ,Fiber optic,No,No,Yes,No,Yes,Yes
0750-EBAIU,Fiber optic,Yes,No,Yes,No,Yes,No
8606-CIQUL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3571-DPYUH,Fiber optic,No,Yes,No,Yes,Yes,No
7601-GNDYK,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0356-OBMAC,Fiber optic,No,Yes,Yes,Yes,Yes,No
8067-NIOYM,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1403-GYAFU,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4234-XTNEA,Fiber optic,No,No,No,No,Yes,No
1297-VQDRP,Fiber optic,No,No,Yes,Yes,Yes,Yes
9282-IZGQK,Fiber optic,No,No,No,No,No,Yes
5348-CAGXB,Fiber optic,No,No,Yes,No,Yes,No
0621-HJWXJ,Fiber optic,No,Yes,No,No,No,No
5844-QVTAT,DSL,Yes,Yes,Yes,No,No,No
8905-IAZPF,Fiber optic,No,Yes,No,No,Yes,Yes
5394-MEITZ,DSL,No,Yes,Yes,Yes,Yes,Yes
6859-QNXIQ,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2782-LFZVW,DSL,No,No,No,No,No,Yes
2866-IKBTM,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1342-JPNKI,Fiber optic,No,No,No,No,Yes,No
2817-NTQDO,DSL,Yes,No,No,Yes,Yes,No
7129-AZJDE,Fiber optic,No,No,No,No,No,Yes
6986-IJDHX,Fiber optic,No,Yes,No,No,Yes,No
2560-PPCHE,Fiber optic,No,Yes,No,Yes,Yes,Yes
4676-MQUEA,Fiber optic,Yes,Yes,Yes,No,Yes,No
8138-EALND,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3580-HYCSP,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
1352-HNSAW,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2075-PUEPR,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1982-FEBTD,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5301-GAUUY,Fiber optic,No,Yes,No,No,No,No
5791-KAJFD,DSL,Yes,No,Yes,No,No,Yes
2654-VBVPB,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1154-HYWWO,DSL,Yes,Yes,No,Yes,Yes,No
2501-XWWTZ,Fiber optic,No,No,No,No,No,No
3716-UVSPD,DSL,No,No,No,Yes,No,No
6815-ABQFQ,Fiber optic,No,Yes,No,Yes,Yes,Yes
7343-EOBEU,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3701-SFMUH,DSL,Yes,No,No,No,Yes,Yes
6103-LIANB,Fiber optic,No,No,Yes,No,Yes,Yes
7319-VENRZ,DSL,No,No,Yes,Yes,Yes,No
5846-NEQVZ,DSL,Yes,No,Yes,Yes,No,Yes
6967-QIQRV,Fiber optic,Yes,No,No,Yes,Yes,Yes
5781-RFZRP,DSL,Yes,Yes,No,Yes,Yes,No
0939-YAPAF,Fiber optic,No,No,Yes,No,Yes,Yes
0308-IVGOK,DSL,No,Yes,Yes,Yes,No,No
7293-LSCDV,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7025-WCBNE,DSL,No,Yes,No,Yes,No,No
5756-JYOJT,DSL,No,No,Yes,Yes,No,Yes
4710-FDUIZ,Fiber optic,No,Yes,No,No,Yes,Yes
6030-REHUX,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9548-LIGTA,DSL,Yes,Yes,No,Yes,Yes,Yes
5150-LJNSR,Fiber optic,Yes,No,Yes,No,Yes,No
8270-RKSAP,Fiber optic,No,No,No,No,No,No
6522-YRBXD,Fiber optic,Yes,Yes,No,No,No,Yes
2640-LYMOV,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1218-VKFPE,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3627-FHKBK,Fiber optic,Yes,No,No,No,No,No
2865-TCHJW,Fiber optic,No,No,Yes,No,Yes,No
1423-BMPBQ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2393-DIVAI,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5192-EBGOV,Fiber optic,No,No,No,No,Yes,No
4568-KNYWR,DSL,Yes,Yes,No,No,Yes,No
8752-IMQOS,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0742-LAFQK,Fiber optic,Yes,Yes,Yes,No,No,Yes
0795-LAFGP,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0619-OLYUR,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5512-IDZEI,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0459-SPZHJ,DSL,Yes,Yes,Yes,No,Yes,Yes
0215-BQKGS,Fiber optic,Yes,Yes,Yes,No,No,No
9244-ZVAPM,DSL,No,No,No,No,No,No
0719-SYFRB,DSL,Yes,No,Yes,Yes,No,No
8208-EUMTE,DSL,Yes,Yes,Yes,Yes,Yes,No
5172-MIGPM,DSL,No,No,No,Yes,No,Yes
1710-RCXUS,Fiber optic,No,Yes,No,No,No,Yes
0374-FIUCA,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5839-SUYVZ,Fiber optic,No,No,No,Yes,No,No
5173-ZXXXL,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1096-ADRUX,Fiber optic,No,No,No,No,No,No
2001-MCUUW,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2731-GJRDG,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
4723-BEGSG,DSL,Yes,No,Yes,Yes,Yes,Yes
6516-NKQBO,DSL,Yes,No,Yes,Yes,Yes,Yes
8672-OAUPW,DSL,No,No,No,Yes,No,No
8207-DMRVL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3419-SNJJD,Fiber optic,Yes,No,Yes,No,Yes,Yes
6543-CPZMK,DSL,No,Yes,No,No,No,No
4765-OXPPD,DSL,Yes,Yes,Yes,Yes,No,No
2804-ETQDK,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6689-VRRTK,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
7138-GIRSH,DSL,No,No,Yes,Yes,No,Yes
9396-ZSFLL,DSL,No,No,No,No,No,No
6464-KEXXH,DSL,No,No,No,No,No,No
7134-MJPDY,Fiber optic,No,No,Yes,Yes,Yes,Yes
5240-CAOYT,Fiber optic,Yes,Yes,No,Yes,No,No
4059-IIEBK,Fiber optic,No,Yes,No,No,No,No
4881-JVQOD,DSL,No,No,No,No,No,Yes
0516-UXRMT,Fiber optic,Yes,Yes,Yes,No,No,No
4851-BQDNX,Fiber optic,No,No,Yes,No,Yes,No
5148-HKFIR,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1009-IRMNA,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3003-CMDUU,Fiber optic,No,No,No,Yes,Yes,Yes
5016-IBERQ,Fiber optic,No,Yes,Yes,No,No,No
6797-UCJHZ,Fiber optic,No,Yes,Yes,No,Yes,Yes
2469-DTSGX,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4554-YGZIH,Fiber optic,No,Yes,No,No,No,Yes
5099-BAILX,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9931-KGHOA,DSL,Yes,No,No,No,No,No
1775-KWJKQ,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7665-VIGUD,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9411-TPQQV,DSL,Yes,No,No,Yes,Yes,Yes
7207-RMRDB,Fiber optic,No,Yes,Yes,No,Yes,Yes
7954-MLBUN,Fiber optic,No,No,Yes,Yes,Yes,Yes
2077-DDHJK,DSL,Yes,Yes,Yes,Yes,No,No
4913-EHYUI,Fiber optic,Yes,No,Yes,No,Yes,Yes
0195-IESCP,Fiber optic,No,No,No,No,No,Yes
9574-BOSMD,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4580-TMHJU,DSL,No,No,No,No,Yes,No
0970-ETWGE,Fiber optic,No,No,No,No,Yes,Yes
4908-XAXAY,Fiber optic,No,Yes,Yes,No,No,Yes
8404-VLQFB,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1626-ERCMM,Fiber optic,No,No,No,No,Yes,Yes
0887-HJGAR,DSL,No,No,No,No,No,No
2391-IPLOP,DSL,No,No,Yes,Yes,Yes,No
5644-PDMZC,Fiber optic,No,Yes,No,No,No,Yes
3509-GWQGF,Fiber optic,No,No,No,No,No,No
9576-ANLXO,Fiber optic,No,No,No,No,No,No
2024-BASKD,Fiber optic,No,No,Yes,No,No,No
5845-BZZIB,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1140-UKVZG,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4160-AMJTL,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5183-SNMJQ,Fiber optic,No,No,No,Yes,Yes,Yes
8100-PNJMH,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7838-LAZFO,DSL,Yes,Yes,Yes,No,Yes,Yes
4464-JCOLN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2085-JVGAD,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5650-VDUDS,DSL,No,No,No,No,No,No
8095-WANWK,DSL,No,No,No,No,No,No
3030-ZKIWL,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9565-FLVCG,DSL,Yes,Yes,No,No,No,Yes
8755-OGKNA,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2800-VEQXM,Fiber optic,No,No,Yes,No,No,No
7538-GWHML,Fiber optic,No,No,No,No,No,No
5533-RJFTJ,DSL,No,No,Yes,No,No,No
3859-CVCET,DSL,No,No,No,No,No,No
0214-JHPFW,DSL,No,Yes,Yes,Yes,Yes,Yes
5642-MHDQT,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3088-FVYWK,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3276-HDUEG,Fiber optic,No,No,No,No,No,No
9092-GDZKO,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0823-HSCDJ,DSL,No,Yes,No,No,Yes,Yes
3729-OWRVL,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
2324-AALNO,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0822-GAVAP,DSL,No,No,No,No,No,Yes
5760-IFJOZ,Fiber optic,No,Yes,Yes,No,Yes,Yes
2826-UWHIS,Fiber optic,No,Yes,No,No,No,No
1448-PWKYE,Fiber optic,No,No,No,No,No,Yes
7501-IWUNG,DSL,No,No,Yes,Yes,Yes,Yes
4957-TREIR,DSL,Yes,No,No,Yes,Yes,No
7251-LJBQN,Fiber optic,No,No,Yes,Yes,Yes,Yes
8040-MNRTF,Fiber optic,No,No,No,No,No,No
1536-HBSWP,DSL,No,No,No,Yes,No,No
5313-FPXWG,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0067-DKWBL,DSL,Yes,No,No,No,No,No
0946-FKYTX,DSL,No,Yes,No,No,No,No
5076-YVXCM,Fiber optic,No,No,No,No,No,Yes
8262-COGGB,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6663-JOCQO,DSL,Yes,Yes,No,Yes,No,Yes
9620-QJREV,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2276-YDAVZ,Fiber optic,No,No,No,No,No,No
2682-KEVRP,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2480-JZOSN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0078-XZMHT,DSL,No,Yes,Yes,Yes,Yes,Yes
5896-NPFWW,DSL,No,No,Yes,No,No,No
9978-HYCIN,Fiber optic,No,Yes,No,No,Yes,No
8338-QIUNR,DSL,Yes,No,Yes,Yes,No,No
1525-LNLOJ,DSL,No,No,Yes,No,Yes,No
9450-TRJUU,Fiber optic,No,No,No,No,Yes,No
1766-GKNMI,Fiber optic,No,No,No,No,No,Yes
6942-LBFDP,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1456-TWCGB,DSL,No,Yes,No,No,No,No
7133-VBDCG,Fiber optic,Yes,Yes,No,No,No,No
7596-ZYWBB,DSL,Yes,Yes,No,Yes,No,No
8329-UTMVM,Fiber optic,No,Yes,No,Yes,Yes,Yes
3014-WJKSM,Fiber optic,No,No,Yes,No,No,No
3347-YJZZE,DSL,No,Yes,Yes,No,Yes,Yes
1029-QFBEN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7929-DMBCV,Fiber optic,No,No,Yes,Yes,No,No
9661-JALZV,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5433-KYGHE,Fiber optic,Yes,No,No,Yes,No,No
4312-KFRXN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5575-TPIZQ,Fiber optic,Yes,No,No,No,Yes,No
0114-IGABW,DSL,No,Yes,Yes,Yes,Yes,Yes
9944-AEXBM,Fiber optic,No,No,No,No,No,Yes
1853-ARAAQ,DSL,No,No,Yes,No,Yes,Yes
6952-OMNWB,Fiber optic,No,No,Yes,No,No,No
4697-LUPSU,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8434-VGEQQ,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4952-YSOGZ,Fiber optic,No,No,No,No,No,Yes
1589-AGTLK,DSL,No,No,No,No,No,No
5244-IRFIH,Fiber optic,No,No,No,No,Yes,Yes
6549-YMFAW,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4950-HKQTE,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6786-OBWQR,Fiber optic,No,No,No,No,Yes,No
2684-EIWEO,Fiber optic,Yes,Yes,Yes,No,No,No
2753-JMMCV,DSL,No,Yes,Yes,Yes,No,Yes
6439-GTPCA,Fiber optic,No,No,Yes,Yes,No,No
6621-YOBKI,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1216-JWVUX,Fiber optic,No,Yes,No,No,No,No
7564-GHCVB,Fiber optic,Yes,No,No,No,No,No
1173-NOEYG,Fiber optic,No,No,Yes,No,No,Yes
7595-EHCDL,DSL,No,No,Yes,No,Yes,Yes
6647-ZEDXT,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
2521-NPUZR,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
1307-TVUFB,Fiber optic,No,Yes,No,No,No,No
7503-MIOGA,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4381-MHQDC,DSL,Yes,No,Yes,Yes,No,No
6923-JHPMP,Fiber optic,Yes,No,Yes,No,No,No
5138-WVKYJ,Fiber optic,Yes,No,No,No,Yes,Yes
4018-PPNDW,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1635-FJFCC,DSL,No,No,No,No,No,No
2499-AJYUA,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
6919-ELBGL,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3966-HRMZA,Fiber optic,No,No,Yes,No,No,No
6425-JWTDV,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8405-IGQFX,Fiber optic,No,No,Yes,Yes,Yes,No
8224-IVVPA,DSL,Yes,Yes,No,No,No,No
9477-LGWQI,DSL,Yes,Yes,Yes,No,Yes,Yes
1410-RSCMR,DSL,Yes,No,Yes,Yes,No,Yes
0139-IVFJG,Fiber optic,Yes,Yes,No,No,Yes,No
6683-VLCTZ,Fiber optic,No,No,Yes,No,Yes,Yes
5730-DBDSI,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0030-FNXPP,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2189-WWOEW,Fiber optic,No,Yes,No,No,No,Yes
5684-FJVYR,Fiber optic,Yes,Yes,No,Yes,No,No
4013-GUXND,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1894-IGFSG,Fiber optic,No,No,No,No,Yes,Yes
7379-POKDZ,Fiber optic,No,No,No,No,No,No
